Frontside,Flipside,Category,Level
scanty,"اندکی، کم، بسیار کم






thin adj






1) they paid whatever they could out of their scanty wages to their families.",,0
scatter,"پخش کردن، پراکنده شدن، افشاندن، پراکندن







diffuse/disperse: distribute: disperse




1) The protesters scattered at the sound of gunshots. 2) The soldiers came in and scattered the crowd.",,0
scenario,"سناریو، وضعیت، حالت







situation




1) a possible scenario is that he was attacked after opening the front door. 2) There are several possible scenarios.",,0
scented,"معطر، خوشبو






fragrant






1) The air was scented with lavender.",,0
scope,"محدوده (موضوع یک کتاب، برنامه، کلاس و ...)، رنج، افق







extent: horizon




1) I'm afraid that problem is beyond/outside the scope of my lecture. 2) Oil painting does not come within the scope of a course of this kind. 3) We would now like to broaden/widen the scope of the enquiry and look at more general matters.",,0
scorching,"بشدت گرم، سوزان، داغ






exceedingly hot





the scorching July sun


adj, adv",,0
score,"تعداد زیادی از






a large number of n.





1) Sean received cards from scores of local well-wishers. 2) People are leaving the organization by the score.",,0
scorn,"تمسخر، تحقیر، تنفر






despise





1) She has nothing but scorn for the new generation of politicians. 2) Why do you always pour/heap scorn on (= criticize severely and unfairly) my suggestions?",,0
scrap,"تکه، قطعه، اوراق، پاره







fragment, piece, flake





1) Do you have a scrap of paper I could write on? 2) I've read every scrap of information I can find on the subject.",,0
screen,"محافظت کردن، جلوگیری کردن، فیلتر کردن







filter v





1) She raised her hand to screen her eyes from the bright light. 2) The husband says he's the murderer but we think it was his wife - he's just screening her.",,0
scrutinize,"به دقت بررسی کردن، موشکافی کردن







examine v.





1) He scrutinized the men's faces carefully/closely, trying to work out who was lying. 2) customers were warned to scrutinize the small print.",,0
scrutiny,"بررسی دقیق، تحقیق موشکافانه، موشکافی





examination n







The government's record will be subjected to/come under (close) scrutiny in the weeks before the election.",,0
sculpt,"حجاری، حجاری کردن، مجسمه سازی







shape





1) Johnny sculpted an old man's head out of wood. 2) The dripping water had sculpted strange shapes out of the rocks/sculpted the rocks into strange shapes.",,0
secrete,"ترشح کردن، تولید کردن، تراوش کردن







produce




Saliva is a liquid secreted by glands in or near the mouth.",,0
sedentary,"نشسته، بی تحرک







settled





1) My doctor says I should start playing sport because my lifestyle is too sedentary. 2) we all walk a certain amount every day even if we are sedentary.",,0
seek,"در جستجوی (موضوعی غیر فیزیکی)، تلاش برای






attempt





1) ""Are you actively seeking jobs?"" she asked. 2) Hundreds of dissidents are seeking refuge/asylum in the US embassy.",,0
seething,"فعال-با تحرک-هیجان زده بودن (معمولا از خشم) جوشان (از خشم)






1) active,(of a large number or amount) to move around energetically in a small space:2) excited,






1) A seething mass of children crowded around the tables. 2)A seething mass of children crowded around the tables.",,0
segment,"بخش، سهم







portion





1) People over the age of 85 make up the fastest-growing segment of the population. 2) Each of these products is aimed at a specific market segment.",,0
seize,"گرفتن، تصرف کردن






take





1) I seized his arm and made him turn to look at me. 2) He seized the chance/opportunity of a free flight with both hands (= with eagerness or enthusiasm).",,0
seldom,"به ندرت، بسیار نادر






rare





1) Now that we have a baby, we seldom get the chance to go to the cinema. 2) (formal) Seldom do we receive any apology when mistakes are made.",,0
sensational,"فوق العاده، بسیار خوب، خاص







extraordinary





1) A sensational sports car/dress. 2) She looks sensational (= extremely attractive) in her new dress.",,0
separate,"جداگانه، مختلف، متمایز







different





1) The art department and the music department are in two separate buildings. 2) I try to keep meat separate from other food in the fridge. 3) I have my public life and my private life, and as far as possible I try to keep them separate. 4) Three youths have been shot and killed in separate incidents this month.",,0
sequence,"دنباله، رشته، توالی، سری






series





1) The first chapter describes the strange sequence of events that led to his death. 2) Is there a particular sequence in which you have to perform these tasks? 3) For the sake of convenience the photographs are shown in chronological sequence (= in the order in which they were taken).",,0
sequent,"پیرو، پی در پی، بعد







later; following





some of the inferences are not sequent on the premises",,0
serene,"بی سروصدا، آرام، سکوت






calm: silent





She has a lovely serene face.",,0
set in,"شروع کردن







start





1) tables should be treated with preservative before the bad weather sets in. 2) the pilot was winched to safety before bad weather set in.",,0
set off,"شروع شدن







begin




1) begin a journey. 2) they set off together in the small car",,0
setback,"شکست، تنزل







failure





1) Sally had been recovering well from her operation, but yesterday she experienced/suffered a setback. 2) There has been a slight/temporary setback in our plans.",,0
settle,"ساکن شدن، ته نشین شدن، مستقر شدن






inhabit






1) The house had been empty for years, and dust had settled on all the surfaces. 2) Do you think the snow will settle (= remain on the ground and other surfaces without melting)? 3) The contents of this package may settle (= fall towards the bottom of the container and so seem to be less).",,0
severe,"شدید، خشن






harsh






1) A severe chest infection/leg injury/toothache 2) This is a school for children with severe learning difficulties. 3) In parts of Africa there is a severe food/water shortage. 4) There is expected to be a severe frost tonight. 5) Severe cutbacks in public spending have been announced.",,0
severity,"شدت، بشدت، جدیت







seriousness





1) Even the doctors were shocked by the severity of his injuries. 2) I don't think you quite understand the severity of our financial problems.",,0
sever,"قطع کردن، جدا کردن






cut off,to cut something into two pieces; to cut something off something





sever something from something His hand was severed from his arm.",,0
shallow,"کم عمق







not deep




1) The stream was fairly shallow so we were able to walk across it. 2) She told her children to stay in the shallow end (of the swimming pool). 3) Fry the onions in a shallow pan. 4) These beech trees have shallow roots (= roots which do not go very deep into the ground).",,0
shatter,"شکستن، خرد شدن، خراب شدن






destroy v.






1) The glass shattered into a thousand tiny pieces. 2) His leg was shattered in the accident.",,0
sheer,"محض، مطلق، صرف







absolute





1) The suggestion is sheer nonsense. 2) His success was due to sheer willpower/determination. 3) It was sheer coincidence that we met.",,0
shield,"محافظ، سپر






protect





1) She held her hand above her eyes to shield them from the sun. 2) They are accused of trying to shield the General from US federal investigators.",,0
shift,"تغییر، تغییر مکان، شیفت دادن







change: move





1) She shifted (her weight) uneasily from one foot to the other. 2) The wind is expected to shift (to the east) tomorrow. 3) Society's attitudes towards women have shifted enormously over the last century. 4) Media attention has shifted recently onto environmental issues.",,0
shiver,"لرزیدن (بعلت سرما، بیماری، ترس و ...)، به آرامی لرزیدن







tremor





1) He shivered with cold in his thin cotton shirt. 2) She shivered, and gathered the blanket around her. 3) Arthur shivered involuntarily as he came out of the building. 4) We shivered in the piercing wind. 5) I'd hate to swim in that cold sea - it makes me shiver just thinking about . 6) Come into the warm - you're shivering with cold.",,0
shortage,"کمبود، محدودیت






limitation





1) There's a shortage of food and shelter in the refugee camps. 2) The long hot summer has led to serious water shortages. 3) The government's programme to grow cash crops for export is a double-edged sword because it has created a local food shortage. 4) There's a shortage of cheap housing in the region. 5) Schools nationwide are experiencing a shortage of teachers. 6) There's a shortage of cheap accommodation. 7) The government admitted that there was a petrol shortage, but warned people against panic buying.",,0
showcase,"ویترین، نمایشگاه، صفحه نمایش







display v.





The main aim of the exhibition is to showcase British design.",,0
shrink,"کوچک کردن یا شدن(در اثر شستن، گرما و ...)







contract





1) Your sweater will shrink if you wash it at too high a temperature. 2) The company's profits have shrunk from $5.5 million to $1.25 million. 3) The productivity improvements have shrunk our costs by 25 percent.",,0
shy away from,"اجتناب کردن از، دوری جستن از






avoid





I shy away from this task",,0
signature,"امضا






identifying mark





1) I mistook your signature and thought the letter was from someone else. 2) Please print your name clearly below your signature. 3) On display were boxing gloves which bore Rocky Marciano's signature. 4) I'm not going to forge his signature for you! What do you take me for? 5) His signature was an illegible squiggle at the bottom of the page.",,0
significance,"اهمیت، قدر، مفاد







importance





1) The discovery of the new drug is of great significance for/to people suffering from heart problems. 2) They were offered a few cosmetic improvements to their working conditions, but nothing of significance. 3) And what might be the underlying significance of these supposedly random acts of violence?",,0
significant,"قابل توجه، معنادار، مهم







meaningful: important





1) There has been a significant increase in the number of women students in recent years. 2) The talks between the USA and the USSR were very significant for the relationship between the two countries.",,0
simulated,"شبیه سازی شده، مصنوعی






artificial





1) a simulated leather handbag. 2) she howled in simulated anguish 3) A simulated terrorist attack",,0
simultaneously,"بطور همزمان







at the same time






the telethon was broadcast simultaneously on 31 US networks",,0
singularly,"فوق العاده، بخصوص، بویژه






particularly






You have singularly failed to live up to your promises",,0
sink,"غرق شدن، پایین آمدن، فرود آمدن






descend: drop to the bottom: pass out of sight





1) The Titanic was a passenger ship which sank (to the bottom of the ocean) in 1912. 2) The legs of the garden chair sank into the soft ground. 3) Enemy aircraft sank two battleships. 4) The dog sank her teeth into (= bit) the ball and ran off with it.",,0
site,"محل، موقعیت، جا، مکان







locate





1) a building site. 2) The company hasn't yet chosen the site for the new hospital. 3) This is the site of the accident.",,0
size up,"اندازه گرفتن، روی کسی یا چیزی حساب باز کردن، اندازه گیری کردن







reckon up to: measure",,0
skeptical,"شک و تردید، مشکوک، شک






doubting: suspected: doubtful





1) Many experts remain skeptical about/of his claims. 2) I'm a bit skeptical about his chances of success. 3) I take a more skeptical view. 4) Dan thinks it will all work out but I remain skeptical. 5) Ruth is convinced that it's a good idea but I'm deeply skeptical. 6) I've always been skeptical about alternative therapies.",,0
slight,"جزئی، کم، کوچک







small





1) A slight improvement. 2) A slight incline. 3)She had a slight headache. 4) I don't have the slightest idea what he's talking about.",,0
slightly,"کمی، تاحدودی، تاحدی






somewhat






1) She's slightly taller than her sister. 2) I'm slightly upset she forgot my birthday. 3) I'm slightly worried that she'll get lost on the way.",,0
slope,"سرازیر کردن یا شدن، متمایل شدن







incline v.





1) The roof is at a slope (= at an angle to a horizontal surface) of 30°. 2) There's a very steep slope just before you reach the top of the mountain.",,0
snaking,"مارپیچ رفتن، مارپیچی بودن، خزیدن







winding",,0
snap,"شکستن، ضربه محکم و ناگهانی






break v.





1) You'll snap that ruler if you bend it too far. 2) Some vandal's snapped off my car aerial again.",,0
so far,"تاکنون، تا به حال، تا حال حاضر







until present: up to now: up to present





1) Jabs and pills can protect you only so far. 2) Diplomatic activity so far has failed",,0
soak,"خیس کردن، بشدت جذب کردن







absorb





1) The wind had blown the rain in and soaked the carpet. 2) You'd better wipe up that red wine you've spilled before it soaks (= is absorbed) into the carpet. 3) Blood had soaked through both bandages.",,0
sole,"منحصر به فرد، یگانه، تنها







only: unique






1) My sole objective is to make the information more widely available. 2) The sole survivor of the accident was found in the water after six hours.",,0
solicit,"درخواست کردن، خواستار بودن، التماس کردن






request





It is illegal for public officials to solicit gifts or money in exchange for favours.",,0
solitary,"تنها، مجرد، منحصر به فرد، تک







alone





1) On the hill, a solitary figure was busy chopping down trees. 2) In the distance was a solitary building. 3) He was a solitary child (= he enjoyed being alone).",,0
sophisticated,"پیچیده، در سطح بالا، ماهرانه






complex: refined: elaborated





1) She was slim, svelte, and sophisticated. 2) I don't think I have any books that would suit your sophisticated tastes. 3) He was older than me and from London and I thought him very sophisticated.",,0
sophistication,"تکنولوژی، پیچیدگی







technology n.





The sophistication of computers is increasing.",,0
sort,"نوع, گونه







kind: type





We both like the same sort of music.",,0
sought-after,"مطلوب






desired






At the age of 17 she is already one of Hollywood's most sought-after actresses.",,0
source,"منبع






origin n.






a source of heat/energy/light",,0
span,"دوره







period,extend over





an average life span of 70 years",,0
sparse,"پراکنده







thinly distributed adj.: not rich





a sparse population/audience sparse vegetation/woodland",,0
spawn,"تولید مثل کردن. تخم گذاری کردن. به وجود آوردن






create: produce






The frogs haven't spawned yet.",,0
speak of,"نشان دادن






indicate






Everything here speaks of perfect good taste.",,0
speciation,"گونه زایی







evolution",,0
specific,"خاص








particular





The virus attacks specific cells in the brain.",,0
specifically,"به طور مشخص







specially





These jeans are designed specifically for women.",,0
specify,"مشخص كردن







state v.






He said we should meet but didn't specify a time.",,0
spectacular,"تماشایی








impressive





There was a spectacular sunset last night.",,0
spectator,"تماشاگر







beholder: human viewer






They won 4–0 in front of over 40,000 cheering spectators.",,0
spectrum,"طیف







range





The survey revealed a wide spectrum of opinion.",,0
speed,"سرعت گرفتن







increase the rate of v.






The train sped along at over 120 miles per hour.",,0
spell,"دوره







period of time n.





I want to get away from racing for a spell",,0
spark,"ایجاد کردن جرقه هیجان و خشم و..و(spark=جرقه اتش یا خشم)-









set off, provide stimulous for an event",,0
sphere,"حوزه






area





the political sphere",,0
splendid,"پر زرق و برق . عالی. باشکوه






magnificent adj.





We had splendid food/a splendid holiday/splendid weather.",,0
splendor,"شکوه و جلال







magnificence n.





We can only imagine the splendors of ancient Rome.",,0
split,"شکافتن . قسمت کردن






divide





The prize was split between Susan and Kate.",,0
sponsor,"حمایت کردن







support





We're trying to find companies to sponsor us.",,0
spontaneous,"خود به خود







impulsive: instinctive: unplanned






This was a spontaneous outpouring of emotion.",,0
spontaneously,"خودبخود







automatically adv.






The liquid spontaneously ignited.",,0
sporadic,"متناوب







intermittent: irregular






More than 100 people have been killed this year in sporadic outbursts of ethnic violence.",,0
sporadically,"گاه و بیگاه







occasionally






He attends school sporadically.",,0
spot,"کشف کردن







catch: identify: see






The police spotted him driving a stolen car.",,0
spottily,"گاه و بیگاه






occasionally





The rest of the coast has been developed spottily, despite some government efforts to promote the area.",,0
spread,"انتشار دادن







distribute






The fire spread very rapidly because of the strong wind.",,0
spur,"تحریک کردن. برانگیختن







stimulate v.





Rising consumer sales have the effect of spurring the economy to faster growth.",,0
on the spur of the moment,"بدون برنامه و ناگهانی







without planning






We just jumped in a car on the spur of the moment and drove to the seaside.",,0
stabilize,"تثبیت کردن






hold in place







He suffered a second heart attack two days ago but his condition has now stabilized.",,0
staggering,"گیج کننده







overwhelming





It costs a staggering $50,000 per week to keep the museum open to the public.",,0
stagnation,"رکود






inactivity






The Chancellor's policy was to expand into new markets in order to avoid economic stagnation.",,0
staple,"عمده . اساسی . بنیادین







important





Prices of staple foods such as wheat and vegetables have also been increasing.",,0
staunch,"وفادار







strong: loyal: firm





a staunch friend and ally",,0
steady,"ثابت






stable, constant, firm






Progress has been slow but steady.",,0
stealthily,"پنهانی






silently





Slowly and stealthily, someone was creeping up the stairs.",,0
stem,"ناشی شدن از






arise






All my problems stem from drink.",,0
stimulate,"انگیختن






cause: prompt






The government plans to cut taxes in order to stimulate the economy.",,0
stipulate,"الزام آور کردن . قرار گذاشتن







require





She agreed to buy the car, but stipulated racing tyres and a turbo-powered engine.",,0
stockpile,"ذخیره کردن







store up





The rebels have been stockpiling weapons.",,0
strategy,"استراتژی







plan





Their marketing strategy for the product involves obtaining as much free publicity as possible.",,0
strictly,"موکدا







only






The speed limit is strictly enforced on urban roads.",,0
stride,"گام های بلند برداشتن







step





He strode across/into/out of the room.",,0
strike,"وارد شدن . برخورد کردن با







come into: contract with",,0
striking,"قابل توجه . برجسته






dramatic






There's a striking contrast between what he does and what he says he does.",,0
string,"رشته






series






He had a string of top-20 hits during the 80s.",,0
stringent,"دقیق . سخت






strict





The most stringent laws in the world are useless unless there is the will to enforce them.",,0
strip,"برهنه کردن. رفع کردن. خلع کردن






remove






Suddenly he stripped off and ran into the sea.",,0
stunning,"خیره کننده






astounding






She looked stunning in that red dress.",,0
sturdy,"محکم






strong






She was a short, sturdy woman in her early sixties.",,0
stylus,"قلم






pen





The Father General sat at his desk and fingered a stylus.",,0
subject to,"در معرض (چيزى ) قرار دادن ، دستخوش كردن ، مورد (چيزى ) قرار دادن






vulnerable to





Cars are subject to a high domestic tax.",,0
subjected to,"در معرض






dominated by






The investigation found that they had been subjected to unfair treatment.",,0
subsequent,"متعاقب






ensuing: later: following in time






The book discusses his illness and subsequent resignation from politics.",,0
subsequently,"متعاقبا







later






In 1982 he was arrested and subsequently convicted on drug trafficking charges.",,0
subsidiary,"فرعی






less important






a subsidiary role/factor",,0
substantial,"اساسی . قابل توجه







large amount/considerable: essential: sturdy: actual: significant: enough






The findings show a substantial difference between the opinions of men and women.",,0
substantially,"به طور قابل ملاحظه ای







importantly





The new rules will substantially change how we do things.",,0
substantiate,"با دلیل و مدرک اثبات کردن






confirm






We have evidence to substantiate the allegations against him.",,0
substitute,"جایگزین،جایگزین کردن






1) replace 2)replacement






1)You can substitute oil for butter in this recipe. 2) Vitamins should not be used as a substitute for a healthy diet.",,0
subtle,"نامحسوس . ظریف . کم






small






There is a subtle difference between these two plans.",,0
succession,"سلسله






series






Life was just an endless succession of parties and dinners.",,0
successive,"پی در پی





continuous






It was the team's fourth successive defeat.",,0
successively,"پی در پی






one after another






Since the championship began, they have finished successively ninth, seventh, and fifth.",,0
sue,"شکایت کردن . اقامه ی دعوی کردن






raise a legal action against






She is suing her husband for (= in order to get a) divorce.",,0
suitable,"مناسب






appropriate






The film is not suitable for children.",,0
suited,"مناسب







appropriated






With her qualifications and experience, she would seem to be ideally suited to/for the job.",,0
sumptuous,"مجلل






luxurious






The celebrity guests turned up dressed in sumptuous evening gowns.",,0
sunk,"غرق . فرو رفته







down to the bottom






If I had to pay off that debt, I’d be sunk.",,0
pay off,پرداخت کردن,,0
supersede,"جانشین شدن






replace





Most of the old road has been superseded by the great interstate highways.",,0
supplant,"تعویض کردن . جایگزین کردن






replace: substitute






Printed books will soon be supplanted by e-books.",,0
supplement,"n)مکمل v)تکمیل کردن






n)something that is added to something else in order to improve it or complete it v)to add to something






n) The payments are a supplement to his usual salary v)Kia supplements her regular salary by tutoring in the evenings",,0
supplemental,"اضافی, متمم, تکمیلی







adj) additional





Many schools that require the Common Application also require “supplemental” essays, which are essays in addition to the one appearing in the Common Application.",,0
suppress,"سرکوب کردن; فرو نشاندن







v) to end by force; to prevent something from being expressed or known





He either has to begin reforms, or he has to suppress the opposition ---;He was accused of suppressing evidence. She could barely suppress a smile.",,0
surmise,"حدس زدن , گمان بردن







v) assume: guess: infer





I quickly surmised (that) my dinner companion was something of a bore.",,0
surplus,"مازاد ,اضافه






n) extra: excess






The world is now producing large food surpluses; The government is forecasting a budget surplus this year",,0
surveillance,"نظارت, مراقبت







n)careful observation





The parking lot is kept under video surveillance.",,0
susceptible,"حساس,مستعد پذیرش






prone to: be subject to :easily influenced or likely to be hurt by something






susceptible to=Some people are more susceptible to peer pressure than others.",,0
suspect,"شک داشتن ,سوء ظن داشتن,ظن کردن






believe: doubt





Medical investigators suspect the outbreak was caused by bacteria in the water supply : There is no reason to suspect their loyalty.",,0
suspend,"معلق کردن ,	اویزان شدن یا کردن






v) float: hang






Two students were suspended for damaging school property: The lights were suspended from long cords.",,0
sustain,", تحمل کردن ,حمایت کردن از






v) support: persist






Throughout the ordeal, he was sustained by the belief that he would get home : It is hard to see what will sustain them when they have no income.",,0
sustainable,"قابل تحمل-پایدار






adj) endurable






The growth momentum is likely to be sustainable into next year.",,0
sustenance,"تغذیه





n) food: life: living






The ranch animals get a lot of their sustenance from grazing.",,0
swell,"n)تورم , برجستگی adj)شیک, زیبا ، عالی v)متورم شدن-کردن , پف کردن







v) to become larger and rounder:expand n)enlargement; adj)excellent; very good






v)Her ankle was already starting to swell.n)the growing swell of anti-government feeling adj)The food was good and the service was swell.",,0
swiftly,"سریعا






adj) quickly





The sky was swiftly becoming dark.",,0
symmetric,"متناسب






adj) balance





Most people's faces are asymmetric.",,0
synthesis,"ترکیب , تلفیق






n) combination






His latest album is a synthesis of African and Latin rhythms.",,0
tactic,"تاکتیک, رزم شیوه






n) strategy





Oliver’s clumsy tactics doomed the plan from the start.",,0
tailspin,"گیجی و بیهوشی , سقوط






total confusion: a sudden fall that cannot be controlled





Following the announcement, share prices went into a tailspin : The plane went into a tailspin and crashed.

noun [countable usually singular]",,0
take place,"صورت گرفتن






occur




The next meeting will take place on Thursday.",,0
take,"نياز داشتن ، لازم داشتن ، مستلزم بودن






require





Transitive verbs take a direct object.",,0
tame,"اهلی






domesticate






tame elephants",,0
tangible,"ملموس-محسوس






material: physical: real: concrete





Drivers will see tangible improvements on major roadways.",,0
tantalizing,"وسوسه انگیزی





anxious






a tantalizing question",,0
taper,"مخروطی شدن , باریک شدن






diminish





The drill bit is tapered on one end.",,0
task,"وظیفه , کار , تکلیف






work





Our first task after we moved was to find a doctor.",,0
technique,"تکنیک, شیوه







method




New surgical techniques are constantly being developed.",,0
teem with,"سرشار از






be full of




The mall was teeming with shoppers that Saturday.


phrasal verb",,0
tempting,"وسوسه انگیز






appealing





That pie looks very tempting.",,0
tenacity,"سر سختی,






stability






They competed with skill and tenacity.",,0
tend,"مواظب بودن , گرایش داشتن







care for : to be likely to happen





He carefully tends his garden all summer : We tend to eat at home.",,0
tendency,"گرایش,تمایل






inclination





She has a tendency to work late",,0
tenet,"اصول, عقیده






belief: principle






A major tenet of the women’s movement has been that society needs their talents.",,0
tension,"فشار






pressure





We need more tension in the wires, so pull them tighter.",,0
tenuous,"نازک






weak






The aging dictator’s hold on power is tenuous. :the tenuous link between interest rates and investment",,0
terminal,"پایان , انتها







final





She claims that the shipbuilding industry is in terminal decline.",,0
terminated,"تمام شده، پایان یافته






finished





First war was terminated by the marriage of his sister with the king.",,0
terrain,"زمین






tract






rugged mountain terrain",,0
testify,"شهادت دادن, گواهی دادن







give evidence





Elizabeth testified before a grand jury.",,0
therefore,"بنابر این, از این رو






consequently: in that purpose conj) hence






We were unable to get funding and therefore had to abandon the project.",,0
thorough,"کامل , تمام







complete






The doctor gave him a thorough medical examination",,0
thoroughly,"بطور کامل






completely





The drug was thoroughly tested before being put on the market.",,0
threaten,"تهدید کردن, ترساندن







endanger






They threatened to drop him from the team if he didn’t come to practice",,0
threshold,"آستانه، حد






limitation: limit






His secretary earns £268 a month, well below the threshold for paying tax.",,0
thrill,"شوق و شعف ، شور، هيجان







excitement





It gave me a real thrill to see her again after so many years.",,0
through,"از ميان ، از وسط






by







The company lost the order through production delays",,0
throughout,"(در) سرتاسر، (در) سراسر، (در) همه ى ، (در) تمام








during the period





People throughout the country are out of work.",,0
thus,"بنابراين ، در نتيجه ، بدين ترتيب ، از اينرو







consequently: therefore






They planned to reduce staff and thus to cut costs.",,0
tie,"همبستگي ، پيوند، (الفت و غيره ) رشته ، رابطه







connection: relation





I no longer feel any ties with my home town.",,0
timid,"ترسو، بزدل







fearful





Kieran is a timid child.",,0
to be sure,"مسلما، حتما، مطمئنا، بي شك ، قطعا، يقينا







certainly





With so many different ads in magazines, we have to be sure that ours really catches people's eye.",,0
toil,"زحمت کشیدن، رنج بردن





work





toil at=I’ve been toiling away at this essay all weekend.


verb [intransitive always + adverb/preposition]",,0
tolerate,"تحمل کردن، مدارا کردن






endure





We simply will not tolerate vigilante groups on our streets.

verb [transitive]",,0
toxic,"سمی





poisonous






Toxic chemicals were spilled into the river.",,0
track,"مسیر، راه، خط، دنبال کردن






1)a narrow path or road with a rough uneven surface, 2) follow: observe





The dogs tracked the wolf to its lair.",,0
tract,"وسعت





(~of land),area






There are large tracts of vacant land near the river, which could be used for farming.",,0
transfer,"انتقال دادن





move





They’re transferring him to a special unit at Great Ormond Street Hospital.",,0
transform,"دگرگون کردن، تبدیل کردنح






deform





When she smiled, her face was completely transformed.",,0
transformation,"دگرگونی، تغییر شکل






shuffle: change: rotation






Her friends and neighbors watched her transformation from shy local girl to famous movie actress.",,0
transitory,"فانی، ناپایدار






short-lived: ephemeral: temporary: transient





• the transitory nature of young love • As she tilted her face upwards to answer, her bone structure was thrown into transitory relief.",,0
trappings,"تجملات و تزئینات






decorations





The large Palace library, Victorian in its solid mahogany trappings, was lightly clad with the Bishop's books.

noun [ plural ]",,0
trauma,"آسیب، ضربه روحی، زخم





damage,(a) severe emotional shock and pain caused by an extremely upsetting experience:






1)the trauma of marriage breakdown.2) A trauma such as a fire can upset a child for months.",,0
traumatic,"زخمی، جراحتی-تخریب زا-ناگوارر





upsetting,If an experience is traumatic, it causes you severe emotional shock and upset:






• My parents' divorce was very traumatic for me.",,0
divorce,طلاق,,0
traverse,"گذشتن از، پیمودن





cross





An estimated 250,000 cars traverse the bridge daily.",,0
tremendous,"عظیم، شگفت





enormous






My new job will be a tremendous challenge.",,0
trend,"تمایل، روند، گرایش






movement: tendency







trend towards Lately there has been a trend towards hiring younger, cheaper employees. trend in recent trends in education",,0
tricky,"مشکل و نیازمند توجه







difficult,(of a task, problem, or situation) requiring care and skill because difficult or awkward.





Tricky question سوال مشکل",,0
to some extent,"تاحدی







with limitations





We all to some extent remember the good times and forget the bad.",,0
remember,"بخاطر آوردن, بخاطر داشتن, یاد اوردن",,0
trigger,"راه انداختن ، آغاز کردن کاری







initiate: start





There are fears that the incident may be a trigger for more violence in the capital.",,0
turbulent,"آشفته ، مضطرب





agitated






This has been a turbulent week for the administration.",,0
turn,"تبدیل شدن، تغییر کردن







change to





Plants tend to turn towards the source of light.",,0
typical,"معمول







ordinary





Typical symptoms would include severe headaches, vomiting and dizziness.",,0
ubiquitous,"رایج






common





Leather is very much in fashion this season, as is the ubiquitous denim.",,0
ultimate,"نهایی






in the end





My manager will make the ultimate decision about who to employ.",,0
ultimately,"در نهایت






finally, eventually






Everything will ultimately depend on what is said at the meeting with the directors next week.",,0
unadorned,"ساده، بی پیرایه






not decorative






They liked their churches to be unadorned.",,0
unambiguous,"واضح





clear





The minister promised a clear and unambiguous statement on the future of the coal industry.",,0
unanimity,"اتفاق نظر ، هم رای بودن






total agreement





we won't all agree, but we need to acheive a degree of unanimity",,0
unconsolidated,"شل ، سُست






loose





Its rim is made of unconsolidated ash deposits.",,0
undergo,"تجربه کردن






experience





He underwent major heart surgery last year.",,0
underlie,"بر اساس چیزی بودن، زمینه چیزی بودن






on the basis of






Social problems and poverty underlie much of the crime in today's big cities.",,0
underlying,"اساسی






inner






The underlying factor in almost all suicides is the feeling of hopelessness.",,0
underpinning,"زیربنا






foundation: support





Contract law has been of major importance in underpinning the market, although other areas of law have also had a bearing.",,0
underrate,"دست کم گرفتن







undervalue: underestimate





Don't underrate yourself.",,0
underscore,"تاکید کردن






stress: emphasize





The report underscores the importance of childhood immunizations.",,0
undertake,"به عهده گرفتن، متعهد شدن





attempt






undertake a task/a project/research/a study etc=Dr Johnson undertook the task of writing a comprehensive English dictionary",,0
undertaking,"کار یا شغلی یا فعالیتی که متعهد به انجامش میشوید-قول انجام کاری را دادن-کمپانی یا فعالیت اقتصادی






enterprise





an important job, piece of work, or activity that you are responsible for=Starting a new business can be a risky undertaking.2 [countable] formal a promise to do something=Both organizations gave an undertaking to curb violence among their members.3. A company or business.=national transport undertakings",,0
uneasy,"ناپایدار






unstable





used to describe a period of time when people have agreed to stop fighting or arguing, but which is not really calm:uneasy peace/truce/alliance/compromise=The treaty restored an uneasy peace to the country.",,0
uniform,"یکسان، یکنواخت-بدون تغییر باقی ماندن







without variation





Remaining the same in all cases and at all times; unchanging in form or character.=‘blocks of stone of uniform size’Apples are easier in part because they are more uniform in shape and surface texture than chickens",,0
uniformly,"به طور یکنواخت






consistently: evenly






However, the distribution of duties was not uniform.",,0
unintendedly,"بدون برنامه ریزی قبلی-به صورت اتفاقی







occasionally",,0
uninterrupted,"بی وقفه-متداوم






steady





uninterrupted sleep",,0
unique,"منحصر به فرد







distinctive: distinct: sole





This is a unique opportunity to study these rare creatures.",,0
unique to,"منحصرا وابسته به یک فرد یا مکان یا موجود در یک مکان






only found in





The issues being discussed here are not unique to the US",,0
being discussed,در حال بحث,,0
universally,"عموما






without exception






Is that a model which should be applied universally?",,0
unleash,"رها کردن-از بند باز کردن






release





Lefèvre’s comments unleashed a wave of protest",,0
unprecedented,"جدید






novel: unique: initial: new: unexampled






Crime has increased on an unprecedented scale",,0
unqualified,"1)We achieved a lot but I wouldn't say that the project has been an unqualified success.2) The proposal has the unqualified support of the entire committee.





complete,not limited in any way; to the largest degree possible:




unqualified staff",,0
unreceptive,"unresponsive: undecided





You might find them in a more receptive mood tomorrow.",,0
unrestricted,"نا محدود






unlimited





unrestricted access to information",,0
unsophisticated,"ساده-غیر پیچیده







simple




an unsophisticated audience",,0
unsuitable,"غیر مناسب






inappropriate






unsuitable housing",,0
unsurpassed,"بی نظیر







superior





1)unsurpassed masterpiece 2) an unsurpassed knowledge of Greek history",,0
unwieldy,"سنگین-غیرقابل حمل






cumbersome






an unwieldy system, argument, or organization is difficult to control or manage because it is too complicated",,0
urbane,"مودب






cultivated






Neil was urbane, witty, direct, and honest",,0
